Molecule,SMILES,Formula,TanimotoA,TanimotoS,MW,HeavyAtoms,AromaticHA,FractionCsp3,RotatableBonds,HBA,HBD,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,SilicosITLogP,ConsensusLogP,ESOLLogS,ESOLSolubilitymgml,ESOLSolubilitymoll,AliLogS,AliSolubilitymgml,AliSolubilitymoll,SilicosITLogSw,SilicosITSolubilitymgml,SilicosITSolubilitymoll,logKpcms,LipinskiViolations,GhoseViolations,VeberViolations,EganViolations,MueggeViolations,BioavailabilityScore,PAINSalerts,BrenkAlerts,LeadlikenessViolations,SyntheticAccessibility,TanimotoA3D,TanimotoS3D,
2415,CCN(CCNC(=O)C(=O)Nc1ccc(cc1)Cl)CC,C14H20ClN3O2,0.19019218,0.170658683,297.78,20,6,0.43,9,3,2,80.5,61.44,3.25,2.21,1.55,1.54,1.86,2.08,-2.71,5.85E-01,1.97E-03,-3.13,2.18E-01,7.33E-04,-4.74,5.48E-03,1.84E-05,-6.55,0,0,0,0,0,0.55,0,1,1,2.11,0.821680176,0.753295827,
2416,Clc1ccc(cc1)NC(=O)C(=O)NCc1cccs1,C13H11ClN2O2S,0.239454899,0.216343327,294.76,19,11,0.08,6,2,2,75.94,86.44,2.48,2.65,2.31,1.52,3.35,2.46,-3.37,1.26E-01,4.27E-04,-4.12,2.25E-02,7.65E-05,-5.2,1.87E-03,6.35E-06,-6.22,0,0,0,0,0,0.55,0,1,0,2.12,0.819443368,0.793562339,
2417,Clc1ccc(cc1)NC(=O)C(=O)NCc1ccccn1,C14H12ClN3O2,0.250162022,0.231132075,289.72,20,12,0.07,6,3,2,75.86,71.09,2.07,1.9,1.65,0.91,2.17,1.74,-2.88,3.81E-01,1.31E-03,-3.02,2.79E-01,9.64E-04,-5.56,8.03E-04,2.77E-06,-6.72,0,0,0,0,0,0.55,0,1,0,1.9,0.844246182,0.754376975,
2418,Clc1ccc(cc1)NC(=O)C(=O)NCc1ccncc1,C14H12ClN3O2,0.219960604,0.194905213,289.72,20,12,0.07,6,3,2,75.86,71.09,2.38,1.86,1.65,0.91,2.17,1.79,-2.86,4.04E-01,1.39E-03,-2.97,3.07E-01,1.06E-03,-5.56,8.03E-04,2.77E-06,-6.75,0,0,0,0,0,0.55,0,1,0,1.81,0.843847028,0.783380563,
2419,Clc1ccc(cc1)NC(=O)C(=O)NCCc1ccco1,C14H13ClN2O3,0.225743855,0.215384615,292.72,20,11,0.14,7,3,2,75.13,71.34,2.46,2.49,2.04,0.95,2.48,2.08,-3.17,1.99E-01,6.78E-04,-3.63,6.81E-02,2.33E-04,-5.55,8.31E-04,2.84E-06,-6.32,0,0,0,0,0,0.55,0,1,0,2.28,0.83002681,0.777675508,
2420,O=C(C(=O)NC1CCCC1)Nc1ccc(cc1)C,C14H18N2O2,0.202889035,0.189366786,246.3,18,6,0.43,5,2,2,70.64,58.2,2.63,2.44,1.8,1.45,2.05,2.07,-2.82,3.72E-01,1.51E-03,-3.31,1.22E-01,4.95E-04,-3.95,2.77E-02,1.12E-04,-6.07,0,0,0,0,0,0.55,0,1,1,1.69,0.815411755,0.752918288,
2421,O=C(C(=O)Nc1ccc(cc1)C)NCCN1CCOCC1,C15H21N3O3,0.210144928,0.194494315,291.35,21,6,0.47,7,4,2,83.35,70.67,2.72,0.84,-0.19,0.07,1.34,0.96,-1.92,3.46E+00,1.19E-02,-1.91,3.61E+00,1.24E-02,-3.77,4.90E-02,1.68E-04,-7.48,0,0,0,0,0,0.55,0,1,0,2.15,0.832077746,0.784940945,
2422,COC(CNC(=O)C(=O)Nc1ccc(cc1)C)OC,C13H18N2O4,0.19147541,0.175490779,266.29,19,6,0.38,8,4,2,70.12,76.66,2.19,1.04,0.48,0.34,1.08,1.03,-1.85,3.75E+00,1.41E-02,-2.24,1.53E+00,5.75E-03,-3.5,8.50E-02,3.19E-04,-7.19,0,0,0,0,0,0.55,0,2,1,2.05,0.797326503,0.783923429,
2423,Cc1ccc(cc1)NC(=O)C(=O)NCc1cccs1,C14H14N2O2S,0.232316677,0.212728344,274.34,19,11,0.14,6,2,2,75.89,86.44,2.48,2.38,1.97,1.25,3.21,2.26,-3.07,2.32E-01,8.46E-04,-3.84,4.00E-02,1.46E-04,-4.98,2.90E-03,1.06E-05,-6.28,0,0,0,0,0,0.55,0,1,0,2.16,0.859521647,0.747586327,
2424,Cc1ccc(cc1)NC(=O)C(=O)NCc1ccccn1,C15H15N3O2,0.24383917,0.227541371,269.3,20,12,0.13,6,3,2,75.81,71.09,2.37,1.63,1.3,0.64,2.03,1.59,-2.58,7.01E-01,2.60E-03,-2.74,4.95E-01,1.84E-03,-5.34,1.24E-03,4.61E-06,-6.79,0,0,0,0,0,0.55,0,1,0,1.95,0.836213488,0.761721752,
2425,Cc1ccc(cc1)NC(=O)C(=O)NCc1cccnc1,C15H15N3O2,0.229220779,0.212049616,269.3,20,12,0.13,6,3,2,75.81,71.09,2.36,1.6,1.3,0.64,2.03,1.59,-2.57,7.32E-01,2.72E-03,-2.7,5.32E-01,1.98E-03,-5.34,1.24E-03,4.61E-06,-6.81,0,0,0,0,0,0.55,0,1,0,1.87,0.859768908,0.776203727,
2426,Cc1ccc(cc1)NC(=O)C(=O)NCc1ccncc1,C15H15N3O2,0.209836066,0.190730838,269.3,20,12,0.13,6,3,2,75.81,71.09,2.03,1.6,1.3,0.64,2.03,1.52,-2.57,7.32E-01,2.72E-03,-2.7,5.32E-01,1.98E-03,-5.34,1.24E-03,4.61E-06,-6.81,0,0,0,0,0,0.55,0,1,0,1.81,0.854355033,0.773050245,
2427,Cc1ccc(cc1)NC(=O)C(=O)NCCCn1cncc1,C15H18N4O2,0.221576227,0.214454976,286.33,21,11,0.27,8,3,2,79.71,76.02,2.17,1.25,1.15,0.27,1.26,1.22,-2.26,1.56E+00,5.47E-03,-2.44,1.03E+00,3.59E-03,-4.52,8.57E-03,2.99E-05,-7.16,0,0,0,0,0,0.55,0,1,1,2.06,0.869657339,0.752873563,
2428,COc1cccc(c1)CNC(=O)C(=O)Nc1ccc(cc1)C,C17H18N2O3,0.238402062,0.221961245,298.34,22,12,0.18,7,3,2,84.51,67.43,2.87,2.64,1.92,1.79,2.64,2.37,-3.29,1.51E-01,5.08E-04,-3.71,5.86E-02,1.96E-04,-5.83,4.46E-04,1.50E-06,-6.25,0,0,0,0,0,0.55,0,1,0,1.93,0.851738465,0.762919684,
2429,O=C(C(=O)NC1CCCCCC1)Nc1ccc(cc1)C,C16H22N2O2,0.209561231,0.194758785,274.36,20,6,0.5,5,2,2,80.26,58.2,2.76,3.52,2.58,1.96,2.56,2.67,-3.65,6.13E-02,2.24E-04,-4.43,1.03E-02,3.75E-05,-4.5,8.68E-03,3.16E-05,-5.47,0,0,0,0,0,0.55,0,1,1,1.95,0.792262934,0.740785291,
2430,COc1ccccc1CNC(=O)C(=O)Nc1ccc(cc1)C,C17H18N2O3,0.255128205,0.238736103,298.34,22,12,0.18,7,3,2,84.51,67.43,2.8,2.64,1.92,1.79,2.64,2.36,-3.29,1.51E-01,5.08E-04,-3.71,5.86E-02,1.96E-04,-5.83,4.46E-04,1.50E-06,-6.25,0,0,0,0,0,0.55,0,1,0,1.98,0.785273232,0.695403296,
2431,CC(NC(=O)C(=O)Nc1ccc(cc1)C)C,C12H16N2O2,0.168100596,0.15625,220.27,16,6,0.33,5,2,2,63.14,58.2,2.29,1.97,1.27,1.31,1.56,1.68,-2.39,8.89E-01,4.03E-03,-2.82,3.35E-01,1.52E-03,-3.62,5.33E-02,2.42E-04,-6.24,0,0,0,0,0,0.55,0,1,1,1.51,0.833901054,0.764265753,
2432,Cc1ccc(cc1)NC(=O)C(=O)NCCc1ccco1,C15H16N2O3,0.219133807,0.213649852,272.3,20,11,0.2,7,3,2,75.09,71.34,2.78,2.23,1.69,0.68,2.34,1.94,-2.88,3.60E-01,1.32E-03,-3.36,1.18E-01,4.33E-04,-5.33,1.29E-03,4.72E-06,-6.38,0,0,0,0,0,0.55,0,1,0,2.32,0.827234831,0.749762378,
2433,CCN(CCNC(=O)C(=O)Nc1cccc(c1)Cl)CC,C14H20ClN3O2,0.206622517,0.182686567,297.78,20,6,0.43,9,3,2,80.5,61.44,3.16,2.21,1.55,1.54,1.86,2.06,-2.71,5.85E-01,1.97E-03,-3.13,2.18E-01,7.33E-04,-4.74,5.48E-03,1.84E-05,-6.55,0,0,0,0,0,0.55,0,1,1,2.17,0.800046214,0.793962509,
2434,CN(CCNC(=O)C(=O)Nc1cccc(c1)Cl)C,C12H16ClN3O2,0.198013245,0.174925373,269.73,18,6,0.33,7,3,2,70.89,61.44,2.65,1.47,0.77,1.02,1.07,1.39,-2.22,1.61E+00,5.98E-03,-2.37,1.16E+00,4.30E-03,-3.94,3.13E-02,1.16E-04,-6.9,0,0,0,0,0,0.55,0,1,0,1.96,0.813010063,0.763776794,
2435,COC(CNC(=O)C(=O)Nc1cccc(c1)Cl)OC,C12H15ClN2O4,0.210491803,0.186390533,286.71,19,6,0.33,8,4,2,70.16,76.66,2.64,1.3,0.82,0.61,1.24,1.32,-2.14,2.07E+00,7.21E-03,-2.51,8.86E-01,3.09E-03,-3.72,5.49E-02,1.91E-04,-7.13,0,0,0,0,0,0.55,0,2,1,2.15,0.868999551,0.755744901,
2436,Clc1cccc(c1)NC(=O)C(=O)NCc1cccs1,C13H11ClN2O2S,0.254863813,0.227432591,294.76,19,11,0.08,6,2,2,75.94,86.44,2.51,2.65,2.31,1.52,3.35,2.47,-3.37,1.26E-01,4.27E-04,-4.12,2.25E-02,7.65E-05,-5.2,1.87E-03,6.35E-06,-6.22,0,0,0,0,0,0.55,0,1,0,2.15,0.806172256,0.7538488,
2437,Clc1cccc(c1)NC(=O)C(=O)NCc1cccnc1,C14H12ClN3O2,0.253082414,0.227967098,289.72,20,12,0.07,6,3,2,75.86,71.09,2.3,1.86,1.65,0.91,2.17,1.78,-2.86,4.04E-01,1.39E-03,-2.97,3.07E-01,1.06E-03,-5.56,8.03E-04,2.77E-06,-6.75,0,0,0,0,0,0.55,0,1,0,1.89,0.865858195,0.77493069,
2438,Clc1cccc(c1)NC(=O)C(=O)NCc1ccncc1,C14H12ClN3O2,0.234754098,0.206855792,289.72,20,12,0.07,6,3,2,75.86,71.09,2.33,1.86,1.65,0.91,2.17,1.78,-2.86,4.04E-01,1.39E-03,-2.97,3.07E-01,1.06E-03,-5.56,8.03E-04,2.77E-06,-6.75,0,0,0,0,0,0.55,0,1,0,1.86,0.845677146,0.758306355,
2439,COCCCNC(=O)C(=O)Nc1cccc(c1)Cl,C12H15ClN2O3,0.2,0.178188319,270.71,18,6,0.33,8,3,2,69.08,67.43,2.22,1.65,1.24,1.02,1.83,1.59,-2.28,1.43E+00,5.29E-03,-2.68,5.66E-01,2.09E-03,-4.36,1.19E-02,4.40E-05,-6.78,0,0,0,0,0,0.55,0,1,1,1.86,0.819094286,0.792590086,
2440,CN(CCCNC(=O)C(=O)Nc1cccc(c1)C)C,C14H21N3O2,0.195781147,0.177910448,263.34,19,6,0.43,8,3,2,75.65,61.44,2.79,1.57,0.81,1.01,1.32,1.5,-2.17,1.79E+00,6.80E-03,-2.47,8.91E-01,3.38E-03,-4.11,2.03E-02,7.71E-05,-6.79,0,0,0,0,0,0.55,0,1,1,1.98,0.862012136,0.758092139,
2441,OCCCNC(=O)C(=O)Nc1cccc(c1)C,C12H16N2O3,0.188405797,0.174745661,236.27,17,6,0.33,7,3,3,64.31,78.43,2,0.85,0.24,0.48,1.15,0.94,-1.64,5.42E+00,2.29E-02,-2.08,1.96E+00,8.31E-03,-3.43,8.74E-02,3.70E-04,-7.14,0,0,0,0,0,0.55,0,1,1,1.72,0.801102699,0.771259181,
2442,Cc1cccc(c1)NC(=O)C(=O)NCCN1CCOCC1,C15H21N3O3,0.224704336,0.207040573,291.35,21,6,0.47,7,4,2,83.35,70.67,2.72,0.84,-0.19,0.07,1.34,0.96,-1.92,3.46E+00,1.19E-02,-1.91,3.61E+00,1.24E-02,-3.77,4.90E-02,1.68E-04,-7.48,0,0,0,0,0,0.55,0,1,0,2.2,0.829519795,0.766583541,
2443,COC(CNC(=O)C(=O)Nc1cccc(c1)C)OC,C13H18N2O4,0.205882353,0.1886121,266.29,19,6,0.38,8,4,2,70.12,76.66,2.61,1.04,0.48,0.34,1.08,1.11,-1.85,3.75E+00,1.41E-02,-2.24,1.53E+00,5.75E-03,-3.5,8.50E-02,3.19E-04,-7.19,0,0,0,0,0,0.55,0,2,1,2.09,0.838709677,0.761880165,
2444,COc1ccc(cc1)CNC(=O)C(=O)Nc1cccc(c1)C,C17H18N2O3,0.241088788,0.2250443,298.34,22,12,0.18,7,3,2,84.51,67.43,3.02,2.64,1.92,1.79,2.64,2.4,-3.29,1.51E-01,5.08E-04,-3.71,5.86E-02,1.96E-04,-5.83,4.46E-04,1.50E-06,-6.25,0,0,0,0,0,0.55,0,1,0,1.93,0.833617937,0.801275917,
2445,Cc1cccc(c1)NC(=O)C(=O)NCc1cccs1,C14H14N2O2S,0.244343891,0.225882353,274.34,19,11,0.14,6,2,2,75.89,86.44,2.44,2.38,1.97,1.25,3.21,2.25,-3.07,2.32E-01,8.46E-04,-3.84,4.00E-02,1.46E-04,-4.98,2.90E-03,1.06E-05,-6.28,0,0,0,0,0,0.55,0,1,0,2.19,0.847368421,0.750238819,
2446,Cc1cccc(c1)NC(=O)C(=O)NCc1ccccn1,C15H15N3O2,0.255979315,0.240117994,269.3,20,12,0.13,6,3,2,75.81,71.09,2.45,1.63,1.3,0.64,2.03,1.61,-2.58,7.01E-01,2.60E-03,-2.74,4.95E-01,1.84E-03,-5.34,1.24E-03,4.61E-06,-6.79,0,0,0,0,0,0.55,0,1,0,1.98,0.859075536,0.738506996,
2447,Cc1cccc(c1)NC(=O)C(=O)NCc1cccnc1,C15H15N3O2,0.242227979,0.224646226,269.3,20,12,0.13,6,3,2,75.81,71.09,2.29,1.6,1.3,0.64,2.03,1.57,-2.57,7.32E-01,2.72E-03,-2.7,5.32E-01,1.98E-03,-5.34,1.24E-03,4.61E-06,-6.81,0,0,0,0,0,0.55,0,1,0,1.9,0.829349167,0.752687247,
2448,Cc1cccc(c1)NC(=O)C(=O)NCc1ccncc1,C15H15N3O2,0.223529412,0.20391227,269.3,20,12,0.13,6,3,2,75.81,71.09,2.52,1.6,1.3,0.64,2.03,1.62,-2.57,7.32E-01,2.72E-03,-2.7,5.32E-01,1.98E-03,-5.34,1.24E-03,4.61E-06,-6.81,0,0,0,0,0,0.55,0,1,0,1.86,0.858654857,0.742807626,
2449,Cc1cccc(c1)NC(=O)C(=O)NCC1CCCO1,C14H18N2O3,0.245454545,0.219612449,262.3,19,6,0.43,6,3,2,71.73,67.43,2.7,1.58,1.04,0.62,1.81,1.55,-2.3,1.32E+00,5.02E-03,-2.61,6.49E-01,2.47E-03,-3.81,4.04E-02,1.54E-04,-6.78,0,0,0,0,0,0.55,0,1,0,2.51,0.814059671,0.724174844,
2450,Cc1cccc(c1)NC(=O)C(=O)NC1CCCCCC1,C16H22N2O2,0.223237598,0.207961973,274.36,20,6,0.5,5,2,2,80.26,58.2,2.88,3.52,2.58,1.96,2.56,2.7,-3.65,6.13E-02,2.24E-04,-4.43,1.03E-02,3.75E-05,-4.5,8.68E-03,3.16E-05,-5.47,0,0,0,0,0,0.55,0,1,1,2,0.857185384,0.76907563,
2451,CCOC(CNC(=O)C(=O)Nc1cccc(c1)C)OCC,C15H22N2O4,0.216796875,0.199290361,294.35,21,6,0.47,10,4,2,79.73,76.66,3.29,1.77,1.26,0.86,1.89,1.81,-2.33,1.37E+00,4.66E-03,-3,2.96E-01,1.01E-03,-4.3,1.49E-02,5.06E-05,-6.84,0,0,0,0,0,0.55,0,2,1,2.45,0.837295691,0.71308162,
2452,COc1ccccc1CNC(=O)C(=O)Nc1cccc(c1)C,C17H18N2O3,0.266624041,0.25,298.34,22,12,0.18,7,3,2,84.51,67.43,2.95,2.64,1.92,1.79,2.64,2.39,-3.29,1.51E-01,5.08E-04,-3.71,5.86E-02,1.96E-04,-5.83,4.46E-04,1.50E-06,-6.25,0,0,0,0,0,0.55,0,1,0,2.02,0.877074986,0.758144534,
2453,Cc1cccc(c1)NC(=O)C(=O)NC1CC1,C12H14N2O2,0.195538058,0.184808612,218.25,16,6,0.33,5,2,2,61.03,58.2,2.34,1.94,0.96,0.92,1.54,1.54,-2.36,9.46E-01,4.34E-03,-2.79,3.57E-01,1.63E-03,-3.39,8.85E-02,4.06E-04,-6.25,0,0,0,0,0,0.55,0,1,1,1.55,0.808404202,0.741774492,
2454,Cc1cccc(c1)NC(=O)C(=O)NCCc1ccco1,C15H16N2O3,0.231463572,0.224985198,272.3,20,11,0.2,7,3,2,75.09,71.34,2.7,2.23,1.69,0.68,2.34,1.93,-2.88,3.60E-01,1.32E-03,-3.36,1.18E-01,4.33E-04,-5.33,1.29E-03,4.72E-06,-6.38,0,0,0,0,0,0.55,0,1,0,2.35,0.835828877,0.75219336,
2455,O=C(C(=O)NC1CCCC1)Nc1cc(C)cc(c1)C,C15H20N2O2,0.224250326,0.211058264,260.33,19,6,0.47,5,2,2,75.61,58.2,3.02,2.81,2.11,1.71,2.56,2.44,-3.13,1.94E-01,7.45E-04,-3.69,5.32E-02,2.04E-04,-4.33,1.21E-02,4.65E-05,-5.89,0,0,0,0,0,0.55,0,1,0,1.86,0.834196891,0.742234666,
2456,OCCNC(=O)C(=O)Nc1cc(C)cc(c1)C,C12H16N2O3,0.194206715,0.176505665,236.27,17,6,0.33,6,3,3,64.46,78.43,2.13,0.85,0.16,0.48,1.28,0.98,-1.71,4.65E+00,1.97E-02,-2.08,1.96E+00,8.31E-03,-3.42,9.09E-02,3.85E-04,-7.14,0,0,0,0,0,0.55,0,1,1,1.81,0.787934186,0.736717613,
2457,OCCCNC(=O)C(=O)Nc1cc(C)cc(c1)C,C13H18N2O3,0.196850394,0.183880597,250.29,18,6,0.38,7,3,3,69.27,78.43,2.29,1.21,0.55,0.75,1.67,1.29,-1.94,2.88E+00,1.15E-02,-2.45,8.80E-01,3.52E-03,-3.82,3.81E-02,1.52E-04,-6.97,0,0,0,0,0,0.55,0,1,0,1.84,0.809932606,0.761171841,
2458,COC(CNC(=O)C(=O)Nc1cc(C)cc(c1)C)OC,C14H20N2O4,0.214192708,0.197633136,280.32,20,6,0.43,8,4,2,75.09,76.66,2.72,1.41,0.79,0.61,1.61,1.43,-2.16,1.94E+00,6.91E-03,-2.62,6.66E-01,2.38E-03,-3.88,3.70E-02,1.32E-04,-7.01,0,0,0,0,0,0.55,0,2,1,2.22,0.831554064,0.728959001,
2459,Cc1cc(C)cc(c1)NC(=O)C(=O)NCc1cccs1,C15H16N2O2S,0.251126851,0.233568075,288.36,20,11,0.2,6,2,2,80.86,86.44,2.72,2.75,2.28,1.51,3.72,2.59,-3.37,1.23E-01,4.25E-04,-4.22,1.74E-02,6.02E-05,-5.36,1.26E-03,4.39E-06,-6.11,0,0,0,0,0,0.55,0,1,0,2.29,0.813610382,0.734306191,
2460,Cc1cc(cc(c1)C)NC(=O)C(=O)NCc1cccnc1,C16H17N3O2,0.249032258,0.233078281,283.33,21,12,0.19,6,3,2,80.78,71.09,2.64,1.96,1.61,0.89,2.54,1.93,-2.86,3.93E-01,1.39E-03,-3.08,2.37E-01,8.36E-04,-5.72,5.42E-04,1.91E-06,-6.64,0,0,0,0,0,0.55,0,1,0,2.01,0.803328173,0.753057266,
2461,Cc1cc(C)cc(c1)NC(=O)C(=O)NCC1CCCO1,C15H20N2O3,0.252910737,0.228604924,276.33,20,6,0.47,6,3,2,76.69,67.43,2.72,1.94,1.35,0.88,2.32,1.84,-2.6,6.92E-01,2.50E-03,-2.98,2.89E-01,1.05E-03,-4.2,1.76E-02,6.38E-05,-6.61,0,0,0,0,0,0.55,0,1,0,2.63,0.846927205,0.763177934,
2462,COCCCNC(=O)C(=O)Nc1cc(C)cc(c1)C,C14H20N2O3,0.203145478,0.188915375,264.32,19,6,0.43,8,3,2,74,67.43,2.92,1.75,1.2,1.01,2.22,1.82,-2.29,1.37E+00,5.16E-03,-2.78,4.35E-01,1.65E-03,-4.52,8.04E-03,3.04E-05,-6.67,0,0,0,0,0,0.55,0,1,1,1.97,0.835756597,0.777298486,
2463,CNC(=O)C(=O)Nc1cc(C)cc(c1)C,C11H14N2O2,0.168316832,0.155781905,206.24,15,6,0.27,4,2,2,58.5,58.2,2,1.54,0.8,1.03,1.48,1.37,-2.12,1.56E+00,7.57E-03,-2.37,8.77E-01,4.25E-03,-3.57,5.60E-02,2.72E-04,-6.46,0,0,0,0,0,0.55,0,1,1,1.51,0.78238342,0.770747364,
2464,Cc1cc(cc(c1)C)NC(=O)C(=O)NCCc1ccco1,C16H18N2O3,0.23907455,0.232722977,286.33,21,11,0.25,7,3,2,80.06,71.34,2.94,2.59,2,0.93,2.86,2.26,-3.17,1.92E-01,6.72E-04,-3.74,5.25E-02,1.83E-04,-5.71,5.61E-04,1.96E-06,-6.21,0,0,0,0,0,0.55,0,1,0,2.45,0.816240625,0.746330703,
2465,CCN(CCNC(=O)C(=O)Nc1ccccc1C#N)CC,C15H20N4O2,0.241401687,0.222418879,288.34,21,6,0.4,9,4,2,80.21,85.23,3.23,1.05,0.76,0.38,1.27,1.34,-1.91,3.57E+00,1.24E-02,-2.43,1.07E+00,3.71E-03,-4.21,1.78E-02,6.18E-05,-7.31,0,0,0,0,0,0.55,0,1,1,2.4,0.821221913,0.765814934,
2466,N#Cc1ccccc1NC(=O)C(=O)NCc1ccccc1,C16H13N3O2,0.246134021,0.221833041,279.29,21,12,0.06,6,3,2,77.77,81.99,2,2.57,1.47,1.21,2.1,1.87,-3.22,1.69E-01,6.06E-04,-3.94,3.21E-02,1.15E-04,-5.4,1.10E-03,3.94E-06,-6.18,0,0,0,0,0,0.55,0,1,0,2.05,0.824293354,0.749660326,
2467,N#Cc1ccccc1NC(=O)C(=O)NC1CCCC1,C14H15N3O2,0.255798969,0.237815619,257.29,19,6,0.36,5,3,2,70.39,81.99,2.5,1.55,1.36,0.54,1.57,1.5,-2.32,1.24E+00,4.84E-03,-2.88,3.38E-01,1.31E-03,-3.65,5.81E-02,2.26E-04,-6.77,0,0,0,0,0,0.55,0,1,0,2.02,0.833631346,0.854985137,
2468,N#Cc1ccccc1NC(=O)C(=O)NCc1ccc(cc1)C,C17H15N3O2,0.252252252,0.226689977,293.32,22,12,0.12,6,3,2,82.73,81.99,2.78,2.94,1.78,1.45,2.62,2.31,-3.52,8.89E-02,3.03E-04,-4.32,1.39E-02,4.74E-05,-5.79,4.80E-04,1.64E-06,-6,0,0,0,0,0,0.55,0,1,0,2.16,0.881125875,0.836143268,
2469,CCCNC(=O)C(=O)Nc1ccccc1C#N,C12H13N3O2,0.223376623,0.207446809,231.25,17,6,0.25,6,3,2,62.89,81.99,1.79,1.17,0.83,0.4,1.27,1.09,-1.88,3.08E+00,1.33E-02,-2.49,7.53E-01,3.26E-03,-3.69,4.73E-02,2.05E-04,-6.88,0,0,0,0,0,0.55,0,1,1,1.91,0.873732291,0.780169372,
2470,C=CCNC(=O)C(=O)Nc1ccccc1C#N,C12H11N3O2,0.227272727,0.208849558,229.23,17,6,0.08,6,3,2,62.42,81.99,2.04,0.92,0.61,0.32,1.26,1.03,-1.71,4.51E+00,1.97E-02,-2.23,1.36E+00,5.92E-03,-3.34,1.04E-01,4.54E-04,-7.05,0,0,0,0,0,0.55,0,2,1,2.07,0.804811733,0.814817995,
2471,N#Cc1ccccc1NC(=O)C(=O)NCCC(C)C,C14H17N3O2,0.232858991,0.217570755,259.3,19,6,0.36,7,3,2,72.51,81.99,2.44,1.97,1.47,0.93,1.89,1.74,-2.46,8.98E-01,3.46E-03,-3.32,1.25E-01,4.82E-04,-4.12,1.97E-02,7.59E-05,-6.48,0,0,0,0,0,0.55,0,1,0,2.08,0.858827086,0.734029484,
2472,N#Cc1ccccc1NC(=O)C(=O)NCCN(C)C,C13H16N4O2,0.234263465,0.215929204,260.29,19,6,0.31,7,4,2,70.6,85.23,2.54,0.32,-0.02,-0.14,0.47,0.63,-1.43,9.74E+00,3.74E-02,-1.67,5.53E+00,2.12E-02,-3.41,1.02E-01,3.91E-04,-7.66,0,0,0,0,0,0.55,0,1,0,2.19,0.855179222,0.752862595,
2473,N#Cc1ccccc1NC(=O)C(=O)NC1CCCCC1,C15H17N3O2,0.259163987,0.241642229,271.31,20,6,0.4,5,3,2,75.2,81.99,2.25,2.09,1.75,0.8,1.82,1.74,-2.73,5.04E-01,1.86E-03,-3.44,9.81E-02,3.62E-04,-3.92,3.25E-02,1.20E-04,-6.47,0,0,0,0,0,0.55,0,1,0,2.14,0.865400372,0.742194932,
2474,N#Cc1ccccc1NC(=O)C(=O)NCCCN(C)C,C14H18N4O2,0.238157041,0.216597999,274.32,20,6,0.36,8,4,2,75.4,85.23,2.11,0.68,0.37,0.12,0.87,0.83,-1.66,5.96E+00,2.17E-02,-2.05,2.46E+00,8.98E-03,-3.81,4.26E-02,1.55E-04,-7.49,0,0,0,0,0,0.55,0,1,1,2.26,0.881890337,0.792901845,
2475,CCCCNC(=O)C(=O)Nc1ccccc1C#N,C13H15N3O2,0.23036989,0.211674528,245.28,18,6,0.31,7,3,2,67.7,81.99,2.56,1.53,1.22,0.67,1.67,1.53,-2.11,1.91E+00,7.78E-03,-2.86,3.38E-01,1.38E-03,-4.09,1.98E-02,8.09E-05,-6.71,0,0,0,0,0,0.55,0,1,1,1.98,0.871680073,0.904330312,
2476,COCCNC(=O)C(=O)Nc1ccccc1C#N,C12H13N3O3,0.234455959,0.213278496,247.25,18,6,0.25,7,4,2,63.98,91.22,2.2,0.13,0.07,-0.42,0.84,0.57,-1.24,1.42E+01,5.76E-02,-1.6,6.19E+00,2.50E-02,-3.43,9.23E-02,3.73E-04,-7.72,0,0,0,0,0,0.55,0,1,1,2.11,0.884192986,0.796063329,
2477,N#Cc1ccccc1NC(=O)C(=O)NCc1ccc(cc1)F,C16H12FN3O2,0.260869565,0.241841492,297.28,22,12,0.06,6,4,2,77.72,81.99,2.52,2.67,2.03,1.6,2.53,2.27,-3.37,1.26E-01,4.24E-04,-4.04,2.69E-02,9.04E-05,-5.68,6.27E-04,2.11E-06,-6.22,0,0,0,0,0,0.55,0,1,0,2.12,0.79813113,0.765135786,
2478,OCCNC(=O)C(=O)Nc1ccccc1C#N,C11H11N3O3,0.230169051,0.207891637,233.22,17,6,0.18,6,4,3,59.25,102.22,1.74,-0.4,-0.59,-0.7,0.31,0.07,-0.9,2.94E+01,1.26E-01,-1.28,1.22E+01,5.22E-02,-2.73,4.38E-01,1.88E-03,-8.01,0,1,0,0,0,0.55,0,1,1,1.97,0.813256956,0.733167999,
2479,OCCCNC(=O)C(=O)Nc1ccccc1C#N,C12H13N3O3,0.23151751,0.214159292,247.25,18,6,0.25,7,4,3,64.05,102.22,1.84,-0.05,-0.2,-0.42,0.69,0.37,-1.13,1.85E+01,7.48E-02,-1.65,5.59E+00,2.26E-02,-3.13,1.83E-01,7.41E-04,-7.84,0,0,0,0,0,0.55,0,1,1,1.97,0.808943418,0.784687338,
2480,COC(CNC(=O)C(=O)Nc1ccccc1C#N)OC,C13H15N3O4,0.247747748,0.226900585,277.28,20,6,0.31,8,5,2,69.87,100.45,2.39,0.15,0.04,-0.54,0.64,0.53,-1.35,1.25E+01,4.49E-02,-1.82,4.23E+00,1.53E-02,-3.19,1.78E-01,6.43E-04,-7.88,0,0,0,0,0,0.55,0,2,1,2.31,0.923896177,0.803815162,
